Date,Price,Open,High,Low,Vol.,Change %,Daily Return %,MA_30,MA_100
2016-03-25,417.18,416.51,418.08,415.56,52560000.0,0.16,0.18972597804942648,,
2016-03-26,417.95,417.36,418.99,416.26,44650400.0,0.14,0.18457260654873853,418.304,
2016-03-27,426.77,418.14,428.8,417.71,71229400.0,2.06,2.1103002751525324,418.12466666666666,
2016-03-28,424.23,426.55,426.86,423.29,68522800.0,-0.54,-0.5951683576633671,417.84833333333336,
2016-03-29,416.52,424.3,426.2,412.68,75411504.0,-1.84,-1.817410367017902,417.2823333333333,
2016-03-30,414.82,416.83,416.83,412.5,66034100.0,-0.48,-0.4081436665706262,416.51966666666664,
2016-03-31,416.73,415.26,418.37,415.26,60215200.0,0.35,0.46044067306301173,415.9066666666667,
2016-04-01,417.96,416.76,418.17,415.83,51235700.0,0.29,0.29515513641924507,415.7056666666667,
2016-04-02,420.87,418.42,422.08,418.42,45681200.0,0.59,0.6962388745334502,415.6796666666667,
2016-04-03,420.9,421.17,421.58,419.7,38053700.0,-0.06,0.007128091809827097,416.01166666666666,
2016-04-04,421.44,421.3,422.34,419.6,50634300.0,0.03,0.12829650748396038,416.7073333333334,
2016-04-05,424.03,421.02,424.26,420.61,60718000.0,0.72,0.614559605163234,417.2513333333333,
2016-04-06,423.41,424.28,424.53,422.73,59091000.0,-0.21,-0.1462160696176995,417.5543333333333,
2016-04-07,422.74,423.62,423.66,420.52,57858600.0,-0.21,-0.1582390590680438,417.84666666666664,
2016-04-08,420.35,422.91,425.36,419.64,63454700.0,-0.6,-0.5653593225150133,418.0296666666666,
2016-04-09,419.41,420.81,420.89,416.52,49792700.0,-0.33,-0.2236231711668868,418.10566666666665,
2016-04-10,421.56,419.59,422.43,419.26,73478600.0,0.47,0.5126248778045239,418.10133333333334,
2016-04-11,422.48,421.87,422.74,420.53,50747500.0,0.14,0.21823702438561465,418.4633333333333,
2016-04-12,425.19,422.84,427.28,422.84,70728800.0,0.56,0.6414504828630818,418.834,
2016-04-13,423.73,425.63,426.66,422.92,69060400.0,-0.45,-0.34337590253767925,419.077,
2016-04-14,424.28,423.93,425.37,423.01,45281000.0,0.08,0.12979963656101212,419.3253333333333,
2016-04-15,429.71,424.43,429.93,424.43,54801500.0,1.25,1.2798152163665533,419.7486666666667,
2016-04-16,430.57,429.58,432.62,428.98,39392800.0,0.23,0.20013497475042108,420.08033333333333,
2016-04-17,427.4,430.64,431.37,426.08,52125900.0,-0.75,-0.7362333650742126,420.67533333333336,
2016-04-18,428.59,427.61,429.27,427.09,55670900.0,0.23,0.27842770238653003,421.2803333333333,
2016-04-19,435.51,428.7,436.02,428.1,52810500.0,1.59,1.614596700809634,422.00533333333334,
2016-04-20,441.39,435.32,443.05,434.41,72890096.0,1.39,1.3501412137493896,422.9413333333333,
2016-04-21,449.42,441.42,450.55,440.95,68204704.0,1.81,1.8192528149708842,423.98566666666665,
2016-04-22,445.74,449.69,449.81,444.15,58804400.0,-0.88,-0.8188331627430934,424.90899999999993,
2016-04-23,450.28,445.86,450.28,444.33,50485400.0,0.99,1.018530982186916,426.03866666666664,
2016-04-24,458.55,450.56,460.15,448.93,68198400.0,1.77,1.8366349826774542,427.4176666666666,
2016-04-25,461.43,459.12,466.62,453.59,87091800.0,0.5,0.6280667320902822,428.86699999999996,
2016-04-26,466.09,461.65,467.96,461.62,78971904.0,0.96,1.0099039941052768,430.17766666666665,
2016-04-27,444.69,466.26,467.08,444.13,93564896.0,-4.63,-4.591387929369861,430.8596666666666,
2016-04-28,449.01,445.04,449.55,436.65,74064704.0,0.89,0.971463266545225,431.9426666666667,
2016-04-29,455.1,449.41,455.38,446.02,49258500.0,1.27,1.3563172312420768,433.28533333333337,
2016-04-30,448.32,455.18,455.59,447.7,69322600.0,-1.51,-1.489782465392231,434.3383333333333,
2016-05-01,451.88,448.48,452.48,447.93,40660100.0,0.76,0.7940756602426768,435.469,
2016-05-02,444.67,451.93,452.45,441.78,92127000.0,-1.61,-1.5955563423917796,436.2623333333333,
2016-05-03,450.3,444.73,451.1,442.62,59366400.0,1.25,1.2661074504688896,437.24233333333336,
2016-05-04,446.72,450.18,450.38,445.63,50407300.0,-0.77,-0.7950255385298699,438.085,
2016-05-05,447.98,446.71,448.51,445.88,50440800.0,0.28,0.2820558739254908,438.8833333333333,
2016-05-06,459.6,447.94,461.38,447.07,72796800.0,2.6,2.5938657975802526,440.0896666666667,
2016-05-07,458.54,459.64,460.67,457.32,38364500.0,-0.24,-0.23063533507398093,441.2830000000001,
2016-05-08,458.55,458.43,459.42,455.98,40315000.0,0.03,0.002180834823573008,442.5563333333333,
2016-05-09,460.48,458.21,462.48,456.53,55493100.0,0.5,0.42089194199106394,443.92533333333336,
2016-05-10,450.89,460.52,461.93,448.95,58956100.0,-2.09,-2.0826094510076554,444.903,
2016-05-11,452.73,450.86,454.58,450.86,50605200.0,0.41,0.4080817937856418,445.91133333333335,
2016-05-12,454.77,452.45,454.95,449.25,59849300.0,0.51,0.45059969518255194,446.89733333333334,
2016-05-13,455.67,454.85,457.05,453.45,60845000.0,0.18,0.1979022362952776,447.96200000000005,
2016-05-14,455.67,455.82,456.84,454.79,37209000.0,-0.03,0.0,449.0083333333333,
2016-05-15,457.57,455.76,458.69,455.46,28514000.0,0.4,0.4169684201285939,449.937,
2016-05-16,454.16,457.59,458.2,452.95,59171500.0,-0.75,-0.7452411652861812,450.72333333333336,
2016-05-17,453.78,454.01,455.07,453.61,64100300.0,-0.05,-0.08367095296812899,451.60266666666666,
2016-05-18,454.62,453.69,456.0,453.3,86850096.0,0.2,0.18511172815021126,452.4703333333334,
2016-05-19,438.71,454.52,454.63,438.71,96027400.0,-3.48,-3.4996260613259444,452.577,
2016-05-20,442.68,437.79,444.05,437.39,81987904.0,1.12,0.9049258052016285,452.62,
2016-05-21,443.19,442.97,443.78,441.71,42762300.0,0.05,0.11520737327188613,452.4123333333334,
2016-05-22,439.32,443.22,443.43,439.04,39657600.0,-0.88,-0.8732146483449554,452.1983333333334,
2016-05-23,444.15,439.35,444.35,438.82,50582500.0,1.09,1.0994263862332598,451.99399999999997,
2016-05-24,445.98,444.29,447.1,443.93,65783100.0,0.38,0.4120229652144536,451.57500000000005,
2016-05-25,449.6,446.06,450.3,446.06,65231000.0,0.79,0.8116955917305768,451.1806666666667,
2016-05-26,453.38,449.67,453.64,447.9,65203800.0,0.83,0.8407473309608449,450.757,
2016-05-27,473.46,453.52,478.15,453.52,164780992.0,4.4,4.428955842780891,451.716,
2016-05-28,530.04,473.03,533.47,472.7,181199008.0,12.05,11.950323152959076,454.41700000000003,
2016-05-29,526.23,527.48,553.96,512.18,148736992.0,-0.24,-0.7188136744396556,456.78799999999995,
2016-05-30,533.86,528.47,544.35,522.96,87958704.0,1.02,1.4499363396233589,459.63933333333335,
2016-05-31,531.39,534.19,546.62,520.66,138450000.0,-0.53,-0.4626681152362089,462.2896666666667,
2016-06-01,536.92,531.11,543.08,525.64,86061800.0,1.09,1.0406669301266547,465.36466666666666,
2016-06-02,537.97,536.52,540.35,533.08,60378200.0,0.27,0.19555985994190728,468.287,
2016-06-03,569.19,537.68,574.64,536.92,122020000.0,5.86,5.803297581649547,472.3693333333333,
2016-06-04,572.73,569.71,590.13,564.24,94925296.0,0.53,0.6219364359879798,476.5276666666667,442.1572
2016-06-05,574.98,573.31,582.81,569.18,68874096.0,0.29,0.3928552721177425,480.3736666666667,443.58549999999997
2016-06-06,585.54,574.6,586.47,574.6,72138896.0,1.9,1.8365856203693909,484.60699999999997,445.1157
2016-06-07,576.6,585.45,590.26,567.51,107770000.0,-1.51,-1.5267957782559627,488.54200000000003,446.5467
2016-06-08,581.65,577.17,582.84,573.13,80265800.0,0.78,0.8758237946583369,492.581,447.98619999999994
2016-06-09,574.63,582.2,582.2,570.95,71301000.0,-1.3,-1.2069113728186975,496.7056666666666,449.38130000000007
2016-06-10,577.47,575.84,579.13,573.33,66991900.0,0.28,0.4942310704279418,500.8636666666667,450.9160999999999
2016-06-11,606.73,578.67,607.12,578.67,82357000.0,4.85,5.066929883803484,505.929,452.7669
2016-06-12,672.78,609.68,684.84,607.04,277084992.0,10.35,10.886226163202739,513.1659999999999,455.3853
