iter	RMSE
698	34658.49302
699	34646.79206
700	34638.39225
701	34630.21254
702	34616.2519
703	34607.21664
704	34599.77502
705	34579.81679
706	34572.02535
707	34563.12543
708	34552.18418
709	34543.90394
710	34533.84773
711	34529.20411
712	34521.19297
713	34512.02753
714	34497.92376
715	34480.2727
716	34472.02433
717	34462.43383
718	34456.99425
719	34450.05806
720	34439.43225
721	34430.51624
722	34419.04434
723	34413.17489
724	34404.21799
725	34395.85965
726	34383.07512
727	34380.02327
728	34371.57991
729	34364.05989
730	34346.04228
731	34330.80365
732	34315.82317
733	34303.91044
734	34292.23902
735	34282.89201
736	34274.99851
737	34253.27404
738	34243.02772
739	34233.87049
740	34226.77703
741	34214.25094
742	34208.02404
743	34198.5535
744	34185.67709
745	34177.26801
746	34167.94282
747	34158.26964
748	34153.53465
749	34143.24418
750	34127.62293
751	34112.15474
752	34100.87382
753	34089.13976
754	34076.38489
755	34058.97322
756	34050.80882
757	34042.91921
758	34033.88962
759	34021.37647
760	34015.06286
761	34004.23867
762	33995.825
763	33992.43649
764	33978.21967
765	33966.65783
766	33947.63791
767	33935.11035
768	33926.1094
769	33914.27404
770	33902.12949
771	33888.60929
772	33880.09943
773	33866.13256
774	33858.56867
775	33854.11984
776	33839.6657
777	33830.13383
778	33821.41003
779	33814.14995
780	33804.70217
781	33797.82333
782	33793.54472
783	33785.09835
784	33774.44641
785	33759.13185
786	33748.14169
787	33744.86248
788	33731.7881
789	33722.25085
790	33711.38019
791	33698.2195
792	33687.10911
793	33682.68144
794	33671.63942
795	33660.37347
796	33653.76853
797	33650.05449
798	33634.18818
799	33628.00354
800	33619.36059
801	33608.71051
802	33600.02107
803	33585.50806
804	33578.89134
805	33566.4478
806	33554.26485
807	33550.16613
808	33547.48325
809	33539.69067
810	33529.68037
811	33521.35525
812	33503.55444
813	33492.32484
814	33482.17832
815	33468.69928
816	33459.72876
817	33448.33621
818	33431.85169
819	33424.0636
820	33414.0327
821	33400.18601
822	33390.40678
823	33374.95283
824	33366.3947
825	33358.47457
826	33345.89438
827	33339.86526
828	33334.26993
829	33324.78552
830	33319.0272
831	33303.94596
832	33294.25894
833	33285.76005
834	33269.60138
835	33260.56634
836	33246.0223
837	33235.27492
838	33226.43428
839	33216.15227
840	33206.5494
841	33199.78045
842	33192.02301
843	33182.10214
844	33174.69842
845	33169.15995
846	33158.5503
847	33146.00419
848	33134.10082
849	33124.79503
850	33120.10875
851	33113.83536
852	33100.26867
853	33092.3418
854	33084.39495
855	33069.10534
856	33060.19417
857	33053.64687
858	33031.02381
859	33021.37805
860	33015.18327
861	33009.54081
862	33000.14817
863	32989.6459
864	32980.1517
865	32968.38691
866	32958.86287
867	32949.32946
868	32936.22008
869	32925.82799
870	32913.18376
871	32908.64381
872	32900.1264
873	32884.24374
874	32869.99843
875	32861.46175
876	32851.47634
877	32847.43124
878	32838.75901
879	32830.66945
880	32817.76005
881	32808.65604
882	32798.89185
883	32787.55709
884	32777.29951
885	32769.04526
886	32755.49276
887	32745.59485
888	32738.07396
889	32732.75009
890	32726.42795
891	32719.77604
892	32712.7379
893	32703.68069
894	32694.74857
895	32687.4011
896	32682.40401
897	32670.36806
898	32656.14402
899	32640.67114
900	32630.05581
901	32622.88707
902	32614.53502
903	32606.79788
904	32595.1849
905	32588.67389
906	32578.71229
907	32571.71003
908	32562.22463
909	32548.52861
910	32535.57045
911	32523.21085
912	32511.15271
913	32502.83421
914	32491.18866
915	32480.81992
916	32473.48114
917	32467.29867
918	32456.77959
919	32448.55536
920	32440.39047
921	32430.28901
922	32417.95618
923	32412.42183
924	32407.74805
925	32399.47529
926	32386.26832
927	32376.62723
928	32367.99572
929	32352.74084
930	32336.59183
931	32326.34869
932	32319.44976
933	32312.1433
934	32300.40436
935	32297.85142
936	32285.51727
937	32274.86928
938	32262.71431
939	32249.51639
940	32235.34678
941	32223.47426
942	32216.85376
943	32212.83898
944	32205.98788
945	32201.26129
946	32194.36895
947	32187.36633
948	32180.33828
949	32173.41191
950	32161.17508
951	32156.39101
952	32150.86929
953	32141.52483
954	32134.31373
955	32125.50394
956	32116.31106
957	32102.77723
958	32095.91545
959	32086.95221
960	32081.24047
961	32076.41595
962	32066.86591
963	32049.91124
964	32038.54174
965	32030.78821
966	32019.59266
967	32010.20388
968	31997.88631
969	31985.44799
970	31974.11907
971	31964.28636
972	31954.32513
973	31941.72708
974	31930.81763
975	31924.86394
976	31915.53083
977	31909.54833
978	31897.15238
979	31889.88369
980	31879.70458
981	31868.62836
982	31854.07363
983	31848.1924
984	31841.92195
985	31836.05485
986	31829.45961
987	31817.36943
988	31815.43783
989	31807.69353
990	31797.51505
991	31788.34698
992	31785.27679
993	31777.61057
994	31770.05876
995	31759.07523
996	31751.75895
997	31746.5498
998	31740.03915
999	31729.41253
