Date,Price,Open,High,Low,Vol.,Change %
11/18/2018,5623.54,5559.74,5653.61,5559.74,4159680000,1.15
11/19/2018,4871.49,5620.78,5620.78,4842.91,7039560000,-13.33
11/20/2018,4451.87,4863.93,4951.61,4272.11,8428290000,-8.47
11/21/2018,4602.17,4465.54,4675.73,4343.98,6120120000,3.06
11/22/2018,4365.94,4611.57,4629.64,4365.64,4569370000,-5.33
11/23/2018,4347.11,4360.7,4396.42,4195.68,4871490000,-0.31
11/24/2018,3880.76,4347.69,4413.09,3795.16,4679500000,-10.74
11/25/2018,4009.97,3880.78,4120.87,3585.06,6825640000,3.33
11/26/2018,3779.13,4015.07,4107.14,3643.92,6476900000,-5.88
11/27/2018,3820.72,3765.95,3862.96,3661.01,5998720000,1.45
11/28/2018,4257.42,3822.47,4385.9,3822.47,7280280000,11.38
11/29/2018,4278.85,4269,4413.02,4145.77,6503347767,0.23
11/30/2018,4017.27,4289.09,4322.98,3942.82,6048016717,-6.34
12/1/2018,4214.67,4024.46,4309.38,3969.71,5375314093,4.73
12/2/2018,4139.88,4200.73,4301.52,4110.98,5262697895,-1.45
12/3/2018,3894.13,4147.32,4155.98,3840.45,5089570994,-6.1
12/4/2018,3956.89,3886.29,4075.63,3832.75,5028069239,1.82
12/5/2018,3753.99,3958.89,3969.54,3753.99,5302481574,-5.18
12/6/2018,3521.1,3754.07,3874.97,3521.1,5878333109,-6.21
12/7/2018,3419.94,3512.59,3512.59,3280.23,6835615448,-2.64
12/8/2018,3476.11,3421.91,3506.04,3350.65,5305024497,1.58
12/9/2018,3614.23,3473.23,3685.31,3469.09,4947372847,4.06
12/10/2018,3502.66,3612.05,3647.33,3470.14,5020968740,-3.03
12/11/2018,3424.59,3497.55,3513.19,3392.25,4696765188,-2.09
12/12/2018,3486.95,3421.46,3534.23,3413.48,4139364829,1.91
12/13/2018,3313.68,3487.88,3489.74,3298.13,4343372456,-4.99
12/14/2018,3242.48,3311.75,3329.56,3206.54,4372763663,-2.09
12/15/2018,3236.76,3244,3275.38,3191.3,3551763561,-0.22
12/16/2018,3252.84,3236.27,3305.75,3233.82,3744248994,0.51
12/17/2018,3545.86,3253.12,3597.92,3253.12,5409247918,9
12/18/2018,3696.06,3544.76,3701.35,3487.17,5911325473,4.27
12/19/2018,3745.95,3706.82,3949.32,3687.23,6810689119,1.06
12/20/2018,4134.44,3742.2,4191.23,3728.97,8927129279,10.48
12/21/2018,3896.54,4133.7,4198.43,3850.95,7206015706,-5.74
12/22/2018,4014.18,3898.08,4014.18,3855.74,5605823233,2.98
12/23/2018,3998.98,4020.99,4085.72,3976.41,6151275490,-0.55
12/24/2018,4078.6,4000.33,4271.79,4000.33,7240968501,1.96
12/25/2018,3815.49,4081.03,4089.56,3760.02,6158207293,-6.51
12/26/2018,3857.3,3819.67,3893.36,3769.86,5326547918,0.99
12/27/2018,3654.83,3854.69,3874.42,3645.45,5130222366,-5.18
12/28/2018,3923.92,3653.13,3956.14,3642.63,5631554348,7.41
12/29/2018,3820.41,3932.49,3963.76,3820.41,4991655917,-2.85
12/30/2018,3865.95,3822.38,3901.91,3797.22,4770578575,1.14
12/31/2018,3742.7,3866.84,3868.74,3725.87,4661840806,-3.21
1/1/2019,3843.52,3746.71,3850.91,3707.23,4324200990,2.58
1/2/2019,3943.41,3849.22,3947.98,3817.41,5244856836,2.45
1/3/2019,3836.74,3931.05,3935.69,3826.22,4530215219,-2.4
1/4/2019,3857.72,3832.04,3865.93,3783.85,4847965467,0.67
1/5/2019,3845.19,3851.97,3904.9,3836.9,5137609824,-0.18
1/6/2019,4076.63,3836.52,4093.3,3826.51,5597027440,6.26
1/7/2019,4025.25,4078.58,4092.61,4020.89,5228625637,-1.31
1/8/2019,4030.85,4028.47,4109.02,3996.96,5306593305,0.06
1/9/2019,4035.3,4031.55,4068.4,4022.66,5115905225,0.09
1/10/2019,3678.92,4034.41,4064.07,3659.17,6874143796,-8.81
1/11/2019,3687.37,3674.02,3713.88,3653.07,5538712865,0.36
1/12/2019,3661.3,3686.97,3698.98,3653.81,4778170883,-0.7
1/13/2019,3552.95,3658.87,3674.76,3544.93,4681302466,-2.89
1/14/2019,3706.05,3557.31,3727.84,3552.29,5651384490,4.18
1/15/2019,3630.68,3704.22,3720.15,3619.95,5537192302,-1.99
1/16/2019,3655.01,3631.51,3685.78,3624.67,5394457145,0.65
1/17/2019,3678.56,3651.87,3680.14,3621.96,5464420383,0.73
1/18/2019,3657.84,3677.99,3682.52,3637.08,5002961727,-0.55
1/19/2019,3728.57,3652.38,3758.53,3652.38,5955691380,2.09
1/20/2019,3601.01,3725.45,3743.39,3583.02,5582489560,-3.34
1/21/2019,3576.03,3600.37,3608.84,3558.54,5004347059,-0.68
1/22/2019,3604.58,3575.08,3620.75,3539.72,5313623556,0.83
1/23/2019,3585.12,3605.56,3623.07,3565.31,5433755649,-0.57
1/24/2019,3600.87,3584.5,3616.09,3569.09,5262869046,0.46
1/25/2019,3599.77,3607.39,3612.93,3575.6,5265847539,-0.21
1/26/2019,3602.46,3599.72,3654.93,3593.35,5098183235,0.08
1/27/2019,3583.97,3604.69,3612.67,3567.25,5570752966,-0.57
1/28/2019,3470.45,3584.28,3586.75,3439.23,6908930483,-3.18
1/29/2019,3448.12,3468.87,3476.07,3400.82,5897159493,-0.6
1/30/2019,3486.18,3443.9,3495.17,3429.39,5955112627,1.23
1/31/2019,3457.79,3485.41,3504.8,3447.92,5831198271,-0.79
2/1/2019,3487.95,3460.55,3501.95,3431.59,5422926707,0.79
2/2/2019,3521.06,3484.63,3523.29,3467.57,5071623601,1.05
2/3/2019,3464.01,3516.14,3521.39,3447.92,5043937584,-1.48
2/4/2019,3459.15,3467.21,3476.22,3442.59,5332718886,-0.23
2/5/2019,3466.36,3454.95,3478.15,3451.94,5227549545,0.33
2/6/2019,3413.77,3469.09,3469.09,3398.57,5482196038,-1.59
2/7/2019,3399.47,3414.93,3427.95,3394.22,5004962683,-0.45
2/8/2019,3666.78,3401.38,3695.61,3391.02,7735623101,7.8
2/9/2019,3671.2,3671.59,3679.94,3646.56,6158833645,-0.01
2/10/2019,3690.19,3673.2,3695.04,3640.98,6282256903,0.46
2/11/2019,3648.43,3695.61,3695.61,3642.29,6277056434,-1.28
2/12/2019,3653.53,3642.75,3668.59,3618.56,6480384532,0.3
2/13/2019,3632.07,3653.6,3669.75,3617.25,6438903823,-0.59
2/14/2019,3616.88,3631.17,3646.26,3607.7,6271044418,-0.39
2/15/2019,3620.81,3617.37,3647.8,3608.21,6091952231,0.1
2/16/2019,3629.79,3615.27,3652.84,3615.27,5934744052,0.4
2/17/2019,3673.84,3633.36,3680.54,3619.18,7039512503,1.11
2/18/2019,3915.71,3671.37,3936.67,3669.98,9908216640,6.66
2/19/2019,3947.09,3911.66,4010.88,3908.15,9933626655,0.91
2/20/2019,3999.82,3946.69,4000.49,3926.25,8693373948,1.35
2/21/2019,3954.12,4000.26,4010.01,3940.11,7775128102,-1.15
2/22/2019,4005.53,3952.41,4006.54,3950.82,7826525254,1.34
2/23/2019,4142.53,3998.92,4166.29,3968.73,8922258316,3.59
2/24/2019,3810.43,4145.46,4210.64,3793.71,10794227451,-8.08
2/25/2019,3882.7,3807,3913.71,3807,9318796067,1.99
2/26/2019,3854.36,3878.7,3891.58,3837.99,7931218996,-0.63
2/27/2019,3851.05,3857.48,3888.8,3787.06,8301309684,-0.17
2/28/2019,3854.79,3848.26,3906.06,3845.82,8399767798,0.17
3/1/2019,3859.58,3853.76,3907.8,3851.69,7661247975,0.15
3/2/2019,3864.42,3855.32,3874.61,3832.13,7578786076,0.24
3/3/2019,3847.18,3862.27,3875.48,3836.91,7253558152,-0.39
3/4/2019,3761.56,3845.09,3867.38,3733.75,9029175788,-2.17
3/5/2019,3896.38,3759.83,3903.92,3745.18,10174126415,3.63
3/6/2019,3903.94,3897.08,3919.51,3871.46,9175291529,0.18
3/7/2019,3911.48,3903.38,3939.37,3894.11,9584165519,0.21
3/8/2019,3901.13,3913.23,3950.43,3875.23,10638638944,-0.31
3/9/2019,3963.31,3894.55,3987.24,3892.39,10796103518,1.77
3/10/2019,3951.6,3966.17,3966.17,3924.38,9713267607,-0.37
3/11/2019,3905.23,3953.74,3966.38,3889.24,10125901903,-1.23
3/12/2019,3909.16,3903.76,3926.89,3863.56,9809887079,0.14
3/13/2019,3906.72,3913.05,3926.6,3891.9,9469184841,-0.16
3/14/2019,3924.37,3905.58,3946.5,3901.3,10480789570,0.48
3/15/2019,3960.91,3926.66,3968.54,3914.02,9394210605,0.87
3/16/2019,4048.73,3963.9,4077.04,3961.66,9856166973,2.14
3/17/2019,4025.23,4047.72,4054.12,4006.41,8221625400,-0.56
3/18/2019,4032.51,4029.97,4071.56,4009.12,9646954186,0.06
3/19/2019,4071.19,4032.69,4082.22,4023.81,9344919956,0.95
3/20/2019,4087.48,4070.79,4089.46,4031.11,10175916388,0.41
3/21/2019,4029.33,4083.95,4097.36,4005.15,10831212662,-1.34
3/22/2019,4023.97,4028.51,4053.91,4021.54,9252935969,-0.11
3/23/2019,4035.83,4022.71,4049.88,4015.96,9578850549,0.33
3/24/2019,4022.17,4035.16,4040.7,4006.19,9144851065,-0.32
3/25/2019,3963.07,4024.11,4038.84,3934.03,10359818883,-1.52
3/26/2019,3985.08,3969.23,3985.08,3944.75,10707678815,0.4
3/27/2019,4087.07,3984.24,4087.07,3977.81,10897131934,2.58
3/28/2019,4069.11,4087.58,4094.9,4040.27,9353915899,-0.45
3/29/2019,4098.37,4068.3,4113.5,4034.1,10918665557,0.74
3/30/2019,4106.66,4092.14,4296.81,4053.91,9732688060,0.35
3/31/2019,4105.4,4105.46,4113.02,4094.1,9045122443,0
4/1/2019,4158.18,4105.36,4164.95,4096.9,10157794171,1.29
4/2/2019,4879.88,4156.92,4905.95,4155.32,21315047816,17.39
4/3/2019,4973.02,4879.96,5307,4876.62,22899891582,1.91
4/4/2019,4922.8,4971.31,5063.16,4836.79,18251810240,-0.98
4/5/2019,5036.68,4922.81,5053.51,4919.49,16837325387,2.31
4/6/2019,5059.82,5036.79,5205.82,4992.22,16929795194,0.46
4/7/2019,5198.9,5062.79,5235.19,5050.41,16655416140,2.69
4/8/2019,5289.77,5199.84,5318.84,5148.21,17154113634,1.73
4/9/2019,5204.96,5289.92,5289.92,5167.42,14722104361,-1.61
4/10/2019,5324.55,5204.11,5421.65,5193.38,15504590933,2.31
4/11/2019,5064.49,5325.08,5354.23,5017.3,16555616019,-4.89
4/12/2019,5089.54,5061.2,5103.27,4955.85,13675206312,0.56
4/13/2019,5096.59,5088.85,5127.12,5061.59,10823289598,0.15
4/14/2019,5167.72,5095.76,5184.02,5053.57,10391952498,1.41
4/15/2019,5067.11,5167.32,5196.61,5024.07,12290155061,-1.94
4/16/2019,5235.56,5066.58,5238.95,5055.19,11618660197,3.34
4/17/2019,5251.94,5236.14,5274.28,5219.21,12438480677,0.3
4/18/2019,5298.39,5251.48,5319.99,5250.51,13256489918,0.89
4/19/2019,5303.81,5298.15,5336.68,5233.33,13780238655,0.11
4/20/2019,5337.89,5304.16,5358.49,5295.88,13169647522,0.64
4/21/2019,5314.53,5335.88,5359.92,5257.34,13731844223,-0.4
4/22/2019,5399.37,5312.49,5422.69,5280.28,14601631648,1.64
4/23/2019,5572.36,5399.37,5633.8,5389.41,15867308108,3.2
4/24/2019,5464.87,5571.51,5642.04,5418.26,17048033399,-1.91
4/25/2019,5210.52,5466.52,5542.24,5181.34,15330283408,-4.68
4/26/2019,5279.35,5210.3,5383.63,5177.37,16812108040,1.33
4/27/2019,5268.29,5279.47,5310.75,5233.64,13111274675,-0.21
4/28/2019,5285.14,5271.75,5326.23,5255.68,12819992056,0.25
4/29/2019,5247.35,5284.86,5311.27,5216.49,13735490672,-0.71
4/30/2019,5350.73,5247.73,5363.26,5224.19,13878964574,1.96
5/1/2019,5402.7,5350.91,5418,5347.65,13679528236,0.97
5/2/2019,5505.28,5402.42,5522.26,5394.22,14644460907,1.9
5/3/2019,5768.29,5505.55,5865.88,5490.2,18720780006,4.77
5/4/2019,5831.17,5769.2,5886.89,5645.47,17567780766,1.07
5/5/2019,5795.71,5831.07,5833.86,5708.04,14808830723,-0.61
5/6/2019,5746.81,5791.69,5802.96,5653.69,15737171804,-0.78
5/7/2019,5829.5,5745.6,5988.18,5741.4,18026409033,1.46
5/8/2019,5982.46,5849.48,5989.98,5794.72,15320605300,2.27
5/9/2019,6174.53,5982.32,6183.04,5982.32,16784645411,3.21
5/10/2019,6378.85,6175.82,6434.62,6161.52,19419875368,3.29
5/11/2019,7204.77,6379.67,7333,6375.7,28867562329,12.93
5/12/2019,6972.37,7203.51,7503.87,6815.77,27773333680,-3.21
5/13/2019,7814.92,6971.18,8047.41,6898.28,28677672181,12.1
5/14/2019,7994.42,7807.88,8268.71,7696.39,32031452227,2.39
5/15/2019,8205.17,7989.37,8216.42,7899.11,28344112920,2.7
5/16/2019,7884.91,8194.5,8320.82,7729.61,33167197581,-3.78
5/17/2019,7343.9,7886.93,7929.15,7038.12,30066644905,-6.89
5/18/2019,7271.21,7341.66,7447.27,7251.5,21354286562,-0.96
5/19/2019,8197.69,7267.96,8261.94,7267.96,25902422040,12.79
5/20/2019,7978.31,8196.92,8200.97,7678.78,23843404340,-2.67
5/21/2019,7963.33,7977.97,8062.17,7843.34,25127245056,-0.18
5/22/2019,7680.07,7956.29,7997.61,7615.99,24719473175,-3.47
5/23/2019,7881.85,7677.27,7943.79,7533.2,24457107820,2.66
5/24/2019,7987.37,7881.7,8140.72,7824.45,25919126991,1.34
5/25/2019,8052.54,7991.89,8117.93,7965.98,22256813107,0.76
5/26/2019,8673.22,8055.21,8687.52,7924.67,26677970091,7.67
5/27/2019,8805.78,8674.07,8907.17,8668.71,27949839564,1.52
5/28/2019,8719.96,8802.76,8807.02,8634.72,24226919267,-0.94
5/29/2019,8659.49,8718.59,8755.85,8482.73,23473479966,-0.68
5/30/2019,8319.47,8661.76,9008.31,8221.27,29246528551,-3.95
5/31/2019,8574.5,8320.29,8586.66,8172.55,25365190957,3.06
6/1/2019,8564.02,8573.84,8625.6,8481.58,22488303544,-0.11
6/2/2019,8742.96,8565.47,8809.3,8561.24,20266216022,2.07
6/3/2019,8209,8741.75,8743.5,8204.19,22004511436,-6.09
6/4/2019,7707.77,8210.99,8210.99,7564.49,24609731549,-6.13
6/5/2019,7824.23,7704.34,7901.85,7668.67,21760923463,1.56
6/6/2019,7822.02,7819.63,7937.34,7571.47,19474611077,0.03
6/7/2019,8043.95,7826.9,8126.15,7788.37,19141423231,2.77
6/8/2019,7954.13,8036.77,8076.89,7837.61,16522722810,-1.03
6/9/2019,7688.08,7949.67,7975.97,7583.22,16610726547,-3.29
6/10/2019,8000.33,7692.28,8031.91,7586.73,18689275117,4
6/11/2019,7927.71,8004.24,8026.39,7772.8,17107279932,-0.96
6/12/2019,8145.86,7925.43,8196.65,7862.36,19034432883,2.78
6/13/2019,8230.92,8145.55,8311.57,8087.06,18669407147,1.05
6/14/2019,8693.83,8230.9,8710.64,8183.39,19831162906,5.62
6/15/2019,8838.38,8689.75,8859.13,8618.4,18371033226,1.71
6/16/2019,8994.49,8841.44,9335.87,8814.56,23348550311,1.73
6/17/2019,9320.35,8988.92,9416.41,8988.92,15562951919,3.69
6/18/2019,9081.76,9335.47,9348.37,9004.9,15848210536,-2.72
6/19/2019,9273.52,9078.73,9299.62,9070.4,15546809946,2.15
6/20/2019,9527.16,9273.06,9594.42,9232.48,17846823784,2.74
6/21/2019,10144.56,9525.07,10144.56,9525.07,20624008643,6.5
6/22/2019,10701.69,10175.92,11157.35,10107.04,29995204861,5.17
6/23/2019,10855.37,10696.69,11246.14,10556.1,20998326502,1.48
6/24/2019,11011.1,10853.74,11065.9,10610.43,19271652365,1.45
6/25/2019,11790.92,11007.2,11790.92,11007.2,24879684533,7.12
6/26/2019,13016.23,11778.58,13796.49,11755.6,45105733173,10.51
6/27/2019,11182.81,13017.12,13311.14,10491.85,39977475223,-14.09
6/28/2019,12407.33,11162.17,12445.17,10914.5,35087757766,11.16
6/29/2019,11959.37,12400.76,12400.91,11508.38,29923961128,-3.56
6/30/2019,10817.16,11931.99,12178.38,10799.01,27256473494,-9.34
7/1/2019,10583.13,10796.93,11206.44,10089.31,29378589324,-1.98
7/2/2019,10801.68,10588.68,10912.19,9737.88,31015895223,2.01
7/3/2019,11961.27,10818.16,11968.08,10818.16,30796494294,10.57
7/4/2019,11215.44,11972.72,12006.08,11166.57,25920294033,-6.33
7/5/2019,10978.46,11203.1,11395.66,10874.96,23838480210,-2.01
7/6/2019,11208.55,10982.54,11620.96,10982.54,21092024306,2.06
7/7/2019,11450.85,11217.62,11541.62,11148.8,19369044277,2.08
7/8/2019,12285.96,11446.6,12345.83,11393.37,23482551458,7.33
7/9/2019,12573.81,12284.33,12779.13,12233.26,28167921523,2.36
7/10/2019,12156.51,12571.54,13129.53,11710.98,33627574244,-3.3
7/11/2019,11358.66,12139.71,12144.62,11158.92,28595327690,-6.43
7/12/2019,11815.99,11354.3,11905.49,11179.14,23534692797,4.07
7/13/2019,11392.38,11813.13,11841.96,10908.48,21042616384,-3.56
7/14/2019,10256.06,11381.02,11451.2,10234.58,22486000001,-9.88
7/15/2019,10895.09,10257.84,11052.77,9992.01,25384047207,6.21
7/16/2019,9477.64,10896.65,10996.63,9448.11,24151199070,-13.02
7/17/2019,9693.8,9471.21,9963.13,9163.13,24569921549,2.35
7/18/2019,10666.48,9698.5,10736.84,9376.8,25187024648,9.98
7/19/2019,10530.73,10653.96,10716.98,10229.63,20727426310,-1.16
7/20/2019,10767.14,10525.82,11048.66,10451.28,20206615155,2.29
7/21/2019,10599.11,10777.53,10841.89,10389.6,17130580467,-1.66
7/22/2019,10343.11,10596.95,10651.79,10154.92,16334414913,-2.4
7/23/2019,9900.77,10346.75,10346.75,9883.59,17851916995,-4.31
7/24/2019,9811.93,9887.73,9908.8,9614.31,17398734322,-0.77
7/25/2019,9911.84,9809.1,10154.25,9773.96,15821952090,1.05
7/26/2019,9870.3,9913.13,9916.52,9717.98,14495714483,-0.43
7/27/2019,9477.68,9871.17,10167.32,9411.52,16817809536,-3.99
7/28/2019,9552.86,9491.63,9575.54,9252.3,13738687093,0.65
7/29/2019,9519.15,9548.18,9681.65,9472.95,13791445323,-0.3
7/30/2019,9607.42,9522.33,9701.76,9437.34,13829811132,0.89
7/31/2019,10085.63,9604.05,10085.63,9598.1,16631520648,5.01
8/1/2019,10399.67,10077.44,10446.92,9922.02,17165337858,3.2
8/2/2019,10518.17,10402.04,10657.95,10371.01,17489094082,1.12
8/3/2019,10821.73,10519.28,10946.78,10503.5,15352685061,2.88
8/4/2019,10970.18,10821.63,11009.21,10620.28,16530894787,1.37
8/5/2019,11805.65,10960.74,11895.09,10960.74,23875988832,7.71
8/6/2019,11478.17,11811.54,12273.82,11290.73,23635107660,-2.82
8/7/2019,11941.97,11476.19,12036.99,11433.7,22194988641,4.06
8/8/2019,11966.41,11954.04,11979.42,11556.17,19481591730,0.1
8/9/2019,11862.94,11953.47,11970.46,11709.75,18339989960,-0.76
8/10/2019,11354.02,11861.56,11915.66,11323.9,18125355447,-4.28
8/11/2019,11523.58,11349.74,11523.58,11248.29,15774371518,1.53
8/12/2019,11382.62,11528.19,11528.19,11320.95,13647198229,-1.26
8/13/2019,10895.83,11385.05,11420.05,10830.33,16681503537,-4.3
8/14/2019,10051.7,10889.49,10889.56,10028.14,19990838300,-7.69
8/15/2019,10311.55,10038.42,10437.41,9675.32,22899115082,2.72
8/16/2019,10374.34,10319.42,10524.35,9855.48,20228207096,0.53
8/17/2019,10231.74,10358.72,10452.62,10086.7,13778035685,-1.23
8/18/2019,10345.81,10233.01,10487.07,10119.09,12999813869,1.1
8/19/2019,10916.05,10350.28,10916.05,10313.2,16038264603,5.47
8/20/2019,10763.23,10916.35,10947.04,10618.96,15053082175,-1.4
8/21/2019,10138.05,10764.57,10798.73,9962.72,19473084768,-5.82
8/22/2019,10131.06,10142.52,10233,9831.46,17097508856,-0.11
8/23/2019,10407.96,10136.31,10442.44,10078.19,15627023886,2.68
8/24/2019,10159.96,10407.64,10418.02,9982.3,15451030650,-2.38
8/25/2019,10138.52,10160.74,10304.62,10008.79,14153856610,-0.22
8/26/2019,10370.82,10126.3,10512.33,10126.3,18438654080,2.41
8/27/2019,10185.5,10372.83,10381.33,10087.3,14762609503,-1.81
8/28/2019,9754.42,10203.43,10279.37,9716.66,17603790323,-4.4
8/29/2019,9510.2,9756.79,9756.79,9421.63,17045878501,-2.53
8/30/2019,9598.17,9514.84,9656.12,9428.3,13595263986,0.88
8/31/2019,9630.66,9597.54,9673.22,9531.8,11454806419,0.35
9/1/2019,9757.97,9630.59,9796.76,9582.94,11445355859,1.32
9/2/2019,10346.76,9757.47,10396.59,9730.65,17248102294,6.04
9/3/2019,10623.54,10345.73,10736.1,10308.55,19384917989,2.69
9/4/2019,10594.49,10621.18,10762.64,10434.71,16742664769,-0.25
9/5/2019,10575.53,10588.18,10627.27,10516.42,14551239508,-0.12
9/6/2019,10353.3,10578.2,10898.76,10292.3,19536574783,-2.13
9/7/2019,10517.25,10353.93,10558.67,10348.92,15307366476,1.58
9/8/2019,10441.28,10518.11,10595.64,10409.09,13670567493,-0.73
9/9/2019,10334.97,10443.23,10450.31,10144.93,17595943368,-1.04
9/10/2019,10115.98,10336.41,10394.35,10020.57,14906809639,-2.13
9/11/2019,10178.37,10123.04,10215.95,9980.78,15428063426,0.55
9/12/2019,10410.13,10176.82,10442.25,10099.24,15323563925,2.29
9/13/2019,10360.55,10415.36,10441.49,10226.6,14109864675,-0.53
9/14/2019,10358.05,10345.4,10422.13,10291.69,13468713124,0.12
9/15/2019,10347.71,10356.47,10387.04,10313.09,12043433567,-0.08
9/16/2019,10276.79,10347.22,10386.87,10189.74,15160167779,-0.68
9/17/2019,10241.27,10281.51,10296.77,10199.74,15304603363,-0.39
9/18/2019,10198.25,10247.8,10275.93,10191.47,16169268880,-0.48
9/19/2019,10266.42,10200.5,10295.67,9851.69,19937691247,0.65
9/20/2019,10181.64,10266.32,10285.87,10132.19,14734189639,-0.82
9/21/2019,10019.72,10183.65,10188.1,10000.71,13425266806,-1.61
9/22/2019,10070.39,10024.12,10074.44,9922.53,13199651698,0.46
9/23/2019,9729.32,10067.96,10074.24,9727.14,15144925408,-3.36
9/24/2019,8620.57,9729.32,9804.32,8370.8,25002886689,-11.4
9/25/2019,8486.99,8603.43,8744.83,8325.4,21744728353,-1.35
9/26/2019,8118.97,8487.67,8515.69,7895.63,19258205289,-4.34
9/27/2019,8251.85,8113.1,8271.52,7965.92,16408941156,1.71
9/28/2019,8245.92,8251.27,8285.62,8125.43,14141152736,-0.06
9/29/2019,8104.19,8246.04,8261.71,7990.5,13034629109,-1.72
9/30/2019,8293.87,8104.23,8314.23,7830.76,17115474183,2.34
10/1/2019,8343.28,8299.72,8497.69,8232.68,15305343413,0.52
10/2/2019,8393.04,8344.21,8393.04,8227.7,13125712443,0.59
10/3/2019,8259.99,8390.77,8414.23,8146.44,13668823409,-1.56
10/4/2019,8205.94,8259.49,8260.06,8151.24,13139456229,-0.65
10/5/2019,8151.5,8210.15,8215.53,8071.12,12200497197,-0.71
10/6/2019,7988.16,8149.88,8161.41,7958.85,13160830305,-1.98
10/7/2019,8245.62,7989.12,8308.45,7905.77,18009742607,3.21
10/8/2019,8228.78,8246.85,8332.71,8185.76,15592264032,-0.22
10/9/2019,8595.74,8229.84,8627.71,8169.3,19384942333,4.45
10/10/2019,8586.47,8585.28,8625.27,8471.93,17618660671,0.01
10/11/2019,8321.76,8585.26,8721.78,8316.18,19604381101,-3.07
10/12/2019,8336.56,8315.67,8415.24,8313.34,14532641605,0.25
10/13/2019,8321.01,8336.9,8470.99,8276.61,13808286059,-0.19
10/14/2019,8374.69,8320.83,8390.21,8284.13,15151387859,0.65
10/15/2019,8205.37,8373.46,8410.71,8182.71,15220412632,-2.01
10/16/2019,8047.53,8204.67,8216.81,7985.09,16071646996,-1.92
10/17/2019,8103.91,8047.81,8134.83,8000.94,14313052244,0.7
10/18/2019,7973.21,8100.93,8138.41,7902.16,15651592610,-1.58
10/19/2019,7988.56,7973.8,8082.63,7944.78,13797825640,0.19
10/20/2019,8222.08,7997.81,8281.82,7949.44,15504249442,2.8
10/21/2019,8243.72,8225.12,8296.69,8196.42,15868748866,0.23
10/22/2019,8078.2,8243.4,8296.65,8074.46,16803377857,-2
10/23/2019,7514.67,8076.23,8093,7469.32,21942878958,-6.95
10/24/2019,7493.49,7509.73,7532.87,7446.99,16268708849,-0.22
10/25/2019,8660.7,7490.7,8691.54,7479.98,28705065488,15.62
10/26/2019,9244.97,8667.58,10021.74,8662.62,44496255609,6.66
10/27/2019,9551.71,9241.71,9749.53,9112.54,32593129501,3.35
10/28/2019,9256.15,9565.1,9805.12,9256.15,30948255332,-3.23
10/29/2019,9427.69,9248.44,9516.18,9232.65,28426779937,1.94
10/30/2019,9205.73,9422.46,9426.87,9085.37,27706531577,-2.3
10/31/2019,9199.58,9202.46,9383.16,9028.72,26583653947,-0.03
11/1/2019,9261.1,9193.99,9275.66,9132.05,24324691031,0.73
11/2/2019,9324.72,9259.78,9377.49,9249.59,21242676385,0.7
11/3/2019,9235.35,9324.79,9379.81,9141.25,21132220847,-0.96
11/4/2019,9412.61,9235.61,9505.05,9191.49,26170255634,1.92
11/5/2019,9342.53,9413,9457.42,9256.93,26198609048,-0.75
11/6/2019,9360.88,9340.86,9423.24,9305.91,23133895765,0.21
11/7/2019,9267.56,9352.39,9368.48,9202.35,22700383839,-0.91
11/8/2019,8804.88,9265.37,9272.76,8775.53,24333037836,-4.97
11/9/2019,8813.58,8809.47,8891.82,8793.16,17578630606,0.05
11/10/2019,9055.53,8812.49,9103.83,8806.16,20587919881,2.76
11/11/2019,8757.79,9056.92,9081.28,8700.61,20265510765,-3.3
11/12/2019,8815.66,8759.75,8853.77,8685.43,20309769107,0.64
11/13/2019,8808.26,8812.03,8836.84,8761.65,17545755405,-0.04
11/14/2019,8708.09,8811.94,8826.94,8692.55,19084739975,-1.18
11/15/2019,8491.99,8705.71,8730.87,8484.84,21796856471,-2.45
11/16/2019,8550.76,8491.17,8592,8473.97,16495389808,0.7
11/17/2019,8577.98,8549.47,8727.79,8500.97,18668638897,0.33
11/18/2019,8309.29,8573.98,8653.28,8273.57,21579470673,-3.09
11/19/2019,8206.15,8305.13,8408.52,8099.96,21083613816,-1.19
11/20/2019,8027.27,8203.61,8237.24,8010.51,20764300437,-2.15
11/21/2019,7642.75,8023.64,8110.1,7597.38,22514243371,-4.75
11/22/2019,7296.58,7643.57,7697.38,6936.71,34242315785,-4.54
11/23/2019,7397.8,7296.16,7442.26,7151.42,21008924418,1.39
11/24/2019,7047.92,7398.63,7408.58,7029.29,30433517289,-4.74
11/25/2019,7146.13,7039.98,7319.86,6617.17,42685231262,1.51
11/26/2019,7218.37,7145.16,7320.23,7098.57,21129505542,1.02
11/27/2019,7531.66,7220.88,7619.69,6974.17,23991412764,4.3
11/28/2019,7463.11,7536.82,7730.07,7454.12,19050116751,-0.98
11/29/2019,7761.24,7466.73,7781.18,7460.76,19709695456,3.94
11/30/2019,7569.63,7764.06,7836.1,7515.85,17158194786,-2.5
12/1/2019,7424.29,7571.62,7571.62,7291.34,18720708479,-1.95
12/2/2019,7321.99,7424.04,7474.82,7233.4,17082040706,-1.37
12/3/2019,7320.15,7323.98,7418.86,7229.36,14797485769,-0.05
12/4/2019,7252.03,7320.12,7539.78,7170.92,21664240918,-0.93
12/5/2019,7448.31,7253.24,7743.43,7232.68,18816085231,2.69
12/6/2019,7547,7450.56,7547,7392.18,18104466307,1.29
